properties{
  x = 0,
  y = 0,
  width = 2048,
  height = 832,
  min_layer = 0,
  max_layer = 2,
  tileset = "zoria",
  music = "cosmicgem829/cave",
}

tile{
  layer = 0,
  x = 1312,
  y = 240,
  width = 240,
  height = 16,
  pattern = "grass.soil",
}

tile{
  layer = 0,
  x = 1296,
  y = 80,
  width = 272,
  height = 160,
  pattern = "grass.soil",
}

tile{
  layer = 0,
  x = 1664,
  y = 16,
  width = 112,
  height = 112,
  pattern = "cliff.1",
}

tile{
  layer = 0,
  x = 1920,
  y = 16,
  width = 128,
  height = 224,
  pattern = "cliff.1",
}

tile{
  layer = 0,
  x = 1776,
  y = 32,
  width = 16,
  height = 16,
  pattern = "cliff.end_right",
}

tile{
  layer = 0,
  x = 1776,
  y = 96,
  width = 16,
  height = 16,
  pattern = "grass.cliff.end_right.1",
}

tile{
  layer = 0,
  x = 1776,
  y = 48,
  width = 16,
  height = 48,
  pattern = "grass.cliff.end_right.2",
}

tile{
  layer = 0,
  x = 1792,
  y = 32,
  width = 112,
  height = 48,
  pattern = "cliff.1",
}

tile{
  layer = 0,
  x = 1904,
  y = 48,
  width = 16,
  height = 48,
  pattern = "grass.cliff.end_left.2",
}

tile{
  layer = 0,
  x = 1904,
  y = 96,
  width = 16,
  height = 16,
  pattern = "grass.cliff.end_left.1",
}

tile{
  layer = 0,
  x = 1792,
  y = 16,
  width = 112,
  height = 16,
  pattern = "cliff.middle.1",
}

tile{
  layer = 0,
  x = 1760,
  y = 48,
  width = 16,
  height = 80,
  pattern = "83",
}

tile{
  layer = 0,
  x = 1920,
  y = 48,
  width = 16,
  height = 160,
  pattern = "82",
}

tile{
  layer = 0,
  x = 1904,
  y = 16,
  width = 16,
  height = 16,
  pattern = "100",
}

tile{
  layer = 0,
  x = 1904,
  y = 32,
  width = 16,
  height = 16,
  pattern = "cliff.end_left",
}

tile{
  layer = 0,
  x = 1920,
  y = 32,
  width = 16,
  height = 16,
  pattern = "100",
}

tile{
  layer = 0,
  x = 1760,
  y = 32,
  width = 16,
  height = 16,
  pattern = "99",
}

tile{
  layer = 0,
  x = 1776,
  y = 16,
  width = 16,
  height = 16,
  pattern = "99",
}

tile{
  layer = 0,
  x = 1792,
  y = 80,
  width = 112,
  height = 16,
  pattern = "grass.cliff.1",
}

tile{
  layer = 0,
  x = 1840,
  y = 64,
  width = 16,
  height = 32,
  pattern = "193",
}

tile{
  layer = 0,
  x = 1808,
  y = 48,
  width = 16,
  height = 16,
  pattern = "184",
}

tile{
  layer = 0,
  x = 1824,
  y = 128,
  width = 16,
  height = 16,
  pattern = "212",
}

tile{
  layer = 0,
  x = 1856,
  y = 112,
  width = 16,
  height = 16,
  pattern = "214",
}

tile{
  layer = 0,
  x = 1840,
  y = 48,
  width = 16,
  height = 16,
  pattern = "186",
}

tile{
  layer = 0,
  x = 1872,
  y = 48,
  width = 16,
  height = 16,
  pattern = "188",
}

tile{
  layer = 0,
  x = 1872,
  y = 112,
  width = 16,
  height = 16,
  pattern = "216",
}

tile{
  layer = 0,
  x = 1808,
  y = 128,
  width = 16,
  height = 16,
  pattern = "210",
}

tile{
  layer = 0,
  x = 1808,
  y = 80,
  width = 32,
  height = 16,
  pattern = "192",
}

tile{
  layer = 0,
  x = 1824,
  y = 96,
  width = 16,
  height = 16,
  pattern = "199",
}

tile{
  layer = 0,
  x = 1856,
  y = 96,
  width = 16,
  height = 16,
  pattern = "201",
}

tile{
  layer = 0,
  x = 1856,
  y = 80,
  width = 32,
  height = 16,
  pattern = "194",
}

tile{
  layer = 0,
  x = 1824,
  y = 112,
  width = 16,
  height = 16,
  pattern = "211",
}

tile{
  layer = 0,
  x = 1840,
  y = 112,
  width = 16,
  height = 16,
  pattern = "213",
}

tile{
  layer = 0,
  x = 1824,
  y = 48,
  width = 16,
  height = 16,
  pattern = "185",
}

tile{
  layer = 0,
  x = 1808,
  y = 96,
  width = 16,
  height = 16,
  pattern = "198",
}

tile{
  layer = 0,
  x = 1856,
  y = 48,
  width = 16,
  height = 16,
  pattern = "187",
}

tile{
  layer = 0,
  x = 1856,
  y = 128,
  width = 16,
  height = 16,
  pattern = "215",
}

tile{
  layer = 0,
  x = 1808,
  y = 112,
  width = 16,
  height = 16,
  pattern = "209",
}

tile{
  layer = 0,
  x = 1872,
  y = 128,
  width = 16,
  height = 16,
  pattern = "217",
}

tile{
  layer = 0,
  x = 1840,
  y = 96,
  width = 16,
  height = 16,
  pattern = "200",
}

tile{
  layer = 0,
  x = 1872,
  y = 96,
  width = 16,
  height = 16,
  pattern = "202",
}

tile{
  layer = 0,
  x = 1856,
  y = 64,
  width = 48,
  height = 16,
  pattern = "194",
}

tile{
  layer = 0,
  x = 1888,
  y = 96,
  width = 16,
  height = 16,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1888,
  y = 112,
  width = 16,
  height = 16,
  pattern = "219",
}

tile{
  layer = 0,
  x = 1888,
  y = 80,
  width = 16,
  height = 16,
  pattern = "203",
}

tile{
  layer = 0,
  x = 1792,
  y = 112,
  width = 16,
  height = 16,
  pattern = "208",
}

tile{
  layer = 0,
  x = 1792,
  y = 96,
  width = 16,
  height = 16,
  pattern = "207",
}

tile{
  layer = 0,
  x = 1792,
  y = 80,
  width = 16,
  height = 16,
  pattern = "197",
}

tile{
  layer = 0,
  x = 1792,
  y = 64,
  width = 48,
  height = 16,
  pattern = "192",
}

tile{
  layer = 0,
  x = 1840,
  y = 128,
  width = 16,
  height = 16,
  pattern = "323",
}

tile{
  layer = 0,
  x = 1888,
  y = 144,
  width = 16,
  height = 16,
  pattern = "torch",
}

tile{
  layer = 0,
  x = 1888,
  y = 56,
  width = 16,
  height = 8,
  pattern = "189",
}

tile{
  layer = 0,
  x = 1904,
  y = 56,
  width = 8,
  height = 8,
  pattern = "190",
}

tile{
  layer = 0,
  x = 1792,
  y = 56,
  width = 16,
  height = 8,
  pattern = "183",
}

tile{
  layer = 0,
  x = 1784,
  y = 56,
  width = 8,
  height = 8,
  pattern = "180",
}

tile{
  layer = 0,
  x = 1784,
  y = 64,
  width = 8,
  height = 16,
  pattern = "191",
}

tile{
