properties{
  x = 0,
  y = 0,
  width = 1792,
  height = 1536,
  min_layer = 0,
  max_layer = 2,
  tileset = "voadi_theater",
  music = "serviceshock/swamp",
}

tile{
  layer = 0,
  x = 0,
  y = 192,
  width = 1792,
  height = 1344,
  pattern = "7",
}

tile{
  layer = 0,
  x = 944,
  y = 1088,
  width = 16,
  height = 416,
  pattern = "17",
}

tile{
  layer = 0,
  x = 816,
  y = 1088,
  width = 16,
  height = 416,
  pattern = "18",
}

tile{
  layer = 0,
  x = 768,
  y = 1152,
  width = 48,
  height = 384,
  pattern = "23",
}

tile{
  layer = 0,
  x = 960,
  y = 1152,
  width = 64,
  height = 384,
  pattern = "23",
}

tile{
  layer = 0,
  x = 864,
  y = 1504,
  width = 16,
  height = 16,
  pattern = "21",
}

tile{
  layer = 0,
  x = 896,
  y = 1504,
  width = 16,
  height = 16,
  pattern = "22",
}

tile{
  layer = 0,
  x = 832,
  y = 1504,
  width = 32,
  height = 16,
  pattern = "14",
}

tile{
  layer = 0,
  x = 912,
  y = 1504,
  width = 32,
  height = 16,
  pattern = "14",
}

tile{
  layer = 0,
  x = 944,
  y = 1504,
  width = 16,
  height = 16,
  pattern = "58",
}

tile{
  layer = 0,
  x = 816,
  y = 1504,
  width = 16,
  height = 16,
  pattern = "57",
}

tile{
  layer = 0,
  x = 816,
  y = 1520,
  width = 48,
  height = 16,
  pattern = "23",
}

tile{
  layer = 0,
  x = 912,
  y = 1520,
  width = 48,
  height = 16,
  pattern = "23",
}

tile{
  layer = 0,
  x = 864,
  y = 1520,
  width = 16,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 896,
  y = 1520,
  width = 16,
  height = 16,
  pattern = "17",
}

tile{
  layer = 0,
  x = 928,
  y = 1488,
  width = 16,
  height = 16,
  pattern = "28",
}

tile{
  layer = 0,
  x = 832,
  y = 1488,
  width = 16,
  height = 16,
  pattern = "28",
}

tile{
  layer = 0,
  x = 832,
  y = 1248,
  width = 16,
  height = 16,
  pattern = "28",
}

tile{
  layer = 0,
  x = 928,
  y = 1248,
  width = 16,
  height = 16,
  pattern = "28",
}

tile{
  layer = 0,
  x = 928,
  y = 1368,
  width = 16,
  height = 16,
  pattern = "28",
}

tile{
  layer = 0,
  x = 832,
  y = 1368,
  width = 16,
  height = 16,
  pattern = "28",
}

tile{
  layer = 0,
  x = 816,
  y = 1072,
  width = 16,
  height = 16,
  pattern = "21",
}

tile{
  layer = 0,
  x = 944,
  y = 1072,
  width = 16,
  height = 16,
  pattern = "22",
}

tile{
  layer = 0,
  x = 768,
  y = 1072,
  width = 48,
  height = 16,
  pattern = "14",
}

tile{
  layer = 0,
  x = 960,
  y = 1072,
  width = 64,
  height = 16,
  pattern = "14",
}

tile{
  layer = 0,
  x = 752,
  y = 1072,
  width = 16,
  height = 16,
  pattern = "22",
}

tile{
  layer = 0,
  x = 1024,
  y = 1072,
  width = 16,
  height = 16,
  pattern = "21",
}

tile{
  layer = 0,
  x = 752,
  y = 1088,
  width = 16,
  height = 48,
  pattern = "17",
}

tile{
  layer = 0,
  x = 752,
  y = 1136,
  width = 16,
  height = 16,
  pattern = "58",
}

tile{
  layer = 0,
  x = 272,
  y = 1136,
  width = 480,
  height = 16,
  pattern = "14",
}

tile{
  layer = 0,
  x = 256,
  y = 1136,
  width = 16,
  height = 16,
  pattern = "57",
}

tile{
  layer = 0,
  x = 256,
  y = 1088,
  width = 16,
  height = 48,
  pattern = "18",
}

tile{
  layer = 0,
  x = 272,
  y = 960,
  width = 80,
  height = 16,
  pattern = "25",
}

tile{
  layer = 0,
  x = 352,
  y = 960,
  width = 16,
  height = 16,
  pattern = "48",
}

tile{
  layer = 0,
  x = 400,
  y = 960,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 0,
  x = 416,
  y = 960,
  width = 336,
  height = 16,
  pattern = "25",
}

tile{
  layer = 0,
  x = 752,
  y = 960,
  width = 16,
  height = 16,
  pattern = "55",
}

tile{
  layer = 0,
  x = 752,
  y = 976,
  width = 16,
  height = 32,
  pattern = "17",
}

tile{
  layer = 0,
  x = 752,
  y = 1008,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 0,
  x = 768,
  y = 1008,
  width = 16,
  height = 16,
  pattern = "48",
}

tile{
  layer = 0,
  x = 752,
  y = 1024,
  width = 16,
  height = 16,
  pattern = "45",
}

tile{
  layer = 0,
  x = 768,
  y = 1024,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 752,
  y = 1040,
  width = 16,
  height = 16,
  pattern = "46",
}

tile{
  layer = 0,
  x = 768,
  y = 1040,
  width = 16,
  height = 16,
  pattern = "50",
}

tile{
  layer = 0,
  x = 768,
  y = 976,
  width = 16,
  height = 32,
  pattern = "18",
}

tile{
  layer = 0,
  x = 768,
  y = 960,
  width = 16,
  height = 16,
  pattern = "56",
}

tile{
  layer = 0,
  x = 784,
  y = 960,
  width = 32,
  height = 16,
  pattern = "25",
}

tile{
  layer = 0,
  x = 960,
  y = 960,
  width = 48,
  height = 16,
  pattern = "25",
}

tile{
  layer = 0,
  x = 784,
  y = 992,
  width = 32,
  height = 16,
  pattern = "27",
}

tile{
  layer = 0,
  x = 784,
  y = 976,
  width = 32,
  height = 16,
  pattern = "26",
}

tile{
  layer = 0,
  x = 960,
  y = 976,
  width = 48,
  height = 16,
  pattern = "26",
}

tile{
  layer = 0,
  x = 960,
  y = 992,
  width = 48,
  height = 16,
  pattern = "27",
}

tile{
  layer = 0,
  x = 1008,
  y = 960,
  width = 16,
  height = 16,
  pattern = "55",
}

tile{
  layer = 0,
  x = 1008,
  y = 976,
  width = 16,
  height = 32,
  pattern = "17",
}

tile{
  layer = 0,
  x = 1008,
  y = 1008,
  width = 16,
  height = 16,
  pattern = "44",
}

tile{
  layer = 0,
  x = 1024,
  y = 1008,
  width = 16,
  height = 16,
  pattern = "48",
}

tile{
  layer = 0,
  x = 1008,
  y = 1024,
  width = 16,
  height = 16,
  pattern = "45",
}

tile{
  layer = 0,
  x = 1024,
  y = 1024,
  width = 16,
  height = 16,
  pattern = "49",
}

